OBJECTID,POP1990,POP2000,ALLCRASH,FCRASH,MACRASH,MICRASH,POCRASH,PDOCRASH,TPROPDMG,ALLINJS,TFATALITY,TMAJINJ,TMININJ,TPOSSINJ,TUNKINJ,ALCDRUGCR,ALCDRUGFCR,ALCDRUGMCR,ALCDRUGFAT,ALCDRUGMAJ,ALCDRUGINJ,ALCDRUGFI,ALCOCR,ALCOFCR,ALCOMCR,ALCOFAT,ALCOMAJ,ALCOINJ,ALCOFI,MOTOCR,MOTOFCR,MOTOMCR,MOTOFAT,MOTOMAJ,MOTOINJ,MOTOFI,PEDCR,PEDFCR,PEDMCR,PEDFAT,PEDMAJ,PEDINJ,PEDFI,BIKECR,BIKEFCR,BIKEMCR,BIKEFAT,BIKEMAJ,BIKEINJ,BIKEFI,SBUSCR,SBUSFCR,SBUSMCR,SBUSFAT,SBUSMAJ,SBUSINJ,SBUSFI,NBUSCR,NBUSFCR,NBUSMCR,NBUSFAT,NBUSMAJ,NBUSINJ,NBUSFI,TRKCR,TRKFCR,TRKMCR,TRKFAT,TRKMAJ,TRKINJ,TRKFI,HTRKCR,HTRKFCR,HTRKMCR,HTRKFAT,HTRKMAJ,HTRKINJ,HTRKFI,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,YEAR,COUNTY,COUNTYNAME,POP2010
628,40342,40235,1011,14,16,60,174,747,4360946,357,16,27,82,210,38,50,4,3,5,11,59,64,38,3,1,3,4,39,42,17,3,2,3,3,17,20,7,1,0,1,0,8,9,10,0,2,0,2,8,8,11,0,0,0,0,11,11,2,0,0,0,0,2,2,47,1,1,1,3,48,49,27,1,1,1,3,28,29,101,99,99,57,80,78,60,75,73,85,85,119,49,43,20,57,89,86,133,169,132,94,74,65,2007,94,Webster,0
629,8365,7837,115,2,2,13,17,81,722280,52,2,2,27,18,5,6,0,1,0,1,11,11,6,0,1,0,1,11,11,3,1,0,1,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,12,7,0,0,0,0,8,8,11,11,9,12,6,11,10,7,5,9,11,13,10,6,4,6,5,7,14,11,15,14,14,9,2007,47,Ida,0
596,150973,158668,4187,17,90,364,805,2911,18583784,1738,18,105,478,1062,93,234,6,10,7,12,259,266,187,5,9,6,11,209,215,74,6,17,6,19,67,73,49,2,9,2,9,41,43,48,0,2,0,2,48,48,7,0,0,0,0,12,12,15,0,0,0,0,15,15,284,0,10,0,13,294,294,168,0,5,0,5,170,170,394,413,276,268,318,340,358,339,333,371,307,470,234,161,110,307,348,388,505,596,623,376,289,245,2007,82,Scott,0
597,39907,41722,588,2,29,68,125,364,3005133,299,2,33,88,162,16,44,0,6,0,6,45,45,40,0,4,0,4,43,43,16,1,5,1,5,14,15,9,0,2,0,2,7,7,4,1,1,1,1,3,4,2,0,1,0,1,6,6,3,0,0,0,0,3,3,46,0,1,0,2,45,45,33,0,1,0,2,32,32,45,51,43,37,40,51,47,49,47,63,51,64,37,19,27,49,36,51,73,75,85,59,53,24,2007,70,Muscatine,0
598,38687,38052,689,5,15,58,78,533,2356389,212,5,18,78,108,8,38,2,4,2,5,43,45,27,2,3,2,3,27,29,19,3,3,3,3,20,23,1,0,0,0,0,1,1,3,0,0,0,0,4,4,1,0,0,0,0,1,1,2,0,0,0,0,2,2,52,0,4,0,4,52,52,38,0,4,0,4,34,34,80,64,49,40,50,51,42,52,42,74,69,76,36,33,38,59,55,50,66,83,66,68,88,47,2007,56,Lee,0
599,11592,12183,217,4,8,15,29,161,940807,73,4,10,22,40,1,16,2,1,2,1,15,17,15,1,1,1,1,14,15,5,1,0,1,1,6,7,1,0,0,0,0,1,1,1,1,0,1,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,2,1,3,5,6,3,1,2,1,3,3,4,18,15,9,17,14,17,20,12,22,26,23,24,12,11,23,29,20,15,8,18,16,26,25,14,2007,58,Louisa,0
600,96119,111006,2476,9,51,222,374,1820,12507091,900,12,70,292,510,28,121,0,5,0,8,135,135,107,0,5,0,8,117,117,41,0,6,0,7,38,38,25,0,7,0,7,20,20,23,0,1,0,1,22,22,11,0,1,0,2,22,22,19,0,0,0,0,20,20,189,2,3,2,6,198,200,142,2,3,2,6,150,152,215,239,177,181,168,181,159,191,180,207,233,345,88,63,62,200,241,233,295,331,439,271,154,92,2007,52,Johnson,0
601,19612,20670,352,4,15,45,54,234,1904502,161,5,18,57,73,13,13,1,2,1,5,17,18,11,0,1,0,4,14,14,5,1,2,2,2,7,9,1,0,0,0,0,1,1,3,0,1,0,1,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,36,3,1,3,1,40,43,25,3,0,3,0,27,30,30,31,30,20,21,28,24,24,24,32,42,46,8,2,22,36,41,40,30,46,49,40,16,20,2007,92,Washington,0
602,13202,14547,280,3,10,17,43,207,1378840,96,4,12,22,59,3,19,2,1,2,3,20,22,16,2,1,2,3,17,19,8,0,0,0,0,10,10,3,2,0,3,0,5,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,17,0,1,0,1,17,17,12,0,1,0,1,12,12,24,17,21,23,17,30,17,18,24,27,27,35,25,10,18,37,18,19,25,22,28,25,25,24,2007,65,Mills,0
603,8226,8010,169,1,8,23,26,111,812481,87,1,8,39,38,2,8,0,3,0,3,10,10,5,0,0,0,0,5,5,4,0,1,0,1,4,4,2,1,1,1,1,1,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,3,3,22,0,1,0,1,22,22,18,0,0,0,0,19,19,22,11,10,11,8,11,14,13,13,14,22,20,4,7,12,12,17,12,16,22,20,22,12,11,2007,36,Fremont,0
604,82628,87704,2223,11,67,259,363,1523,11074085,965,13,76,326,517,46,139,6,9,7,12,153,160,114,5,5,6,7,127,133,55,2,9,2,10,52,54,19,1,4,1,4,16,17,17,0,3,0,3,14,14,9,0,0,0,0,9,9,4,0,0,0,0,7,7,228,0,7,0,7,234,234,161,0,5,0,5,163,163,217,188,155,156,185,174,164,158,171,186,243,226,134,95,71,191,164,182,213,306,316,207,195,140,2007,78,Pottawattamie,0
605,14730,15666,375,2,17,34,57,265,1860093,142,2,19,45,72,6,20,1,6,1,6,15,16,16,1,4,1,4,12,13,19,1,8,1,8,14,15,3,0,0,0,0,4,4,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,2,0,2,45,45,29,0,1,0,1,33,33,39,26,26,16,29,46,24,21,28,43,44,33,24,17,16,51,29,28,32,34,47,41,29,27,2007,43,Harrison,0
606,29903,31589,433,6,20,62,71,274,2903730,256,8,35,102,117,2,16,1,0,1,0,20,21,14,1,0,1,0,17,18,2,1,1,1,1,2,3,4,0,1,0,1,4,4,1,0,0,0,0,1,1,2,0,1,0,1,1,1,1,0,0,0,0,4,4,47,3,1,4,4,54,58,36,2,1,3,4,42,45,33,51,36,33,28,34,25,31,27,37,41,57,17,7,17,30,63,45,45,58,55,39,38,19,2007,84,Sioux,0
607,11952,11763,133,1,5,19,17,91,626425,53,2,5,26,22,0,8,1,0,2,0,10,12,6,1,0,2,0,8,10,2,0,1,0,1,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,0,1,11,11,7,0,0,0,0,7,7,15,11,10,5,9,10,12,13,8,14,5,21,7,4,8,11,10,16,13,12,24,11,11,6,2007,60,Lyon,0
608,23388,24849,375,12,18,43,54,248,2361906,171,12,29,64,75,3,23,3,3,3,4,28,31,19,3,1,3,2,21,24,9,1,3,1,3,8,9,5,2,0,2,0,5,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,39,2,3,2,4,40,42,29,2,3,2,4,27,29,42,21,38,32,22,33,25,24,25,22,47,44,15,16,7,35,32,36,40,43,65,33,32,21,2007,75,Plymouth,0
609,36033,40671,844,4,22,69,240,509,4223159,467,5,24,103,116,224,29,0,2,0,2,34,34,20,0,2,0,2,23,23,20,0,7,0,8,21,21,1,0,0,0,0,1,1,3,0,0,0,0,3,3,9,0,1,0,2,12,12,0,0,0,0,0,0,0,50,1,1,1,1,60,61,34,1,1,1,1,39,40,82,59,55,61,76,62,61,47,45,81,119,96,38,23,28,93,53,62,62,116,139,103,78,48,2007,91,Warren,0
610,327140,374601,10151,29,245,894,1894,7089,46369132,4082,32,267,1186,2280,349,468,8,35,11,37,509,520,344,5,24,8,26,376,384,143,5,31,5,31,132,137,116,5,21,5,22,105,110,79,1,8,1,8,74,75,47,0,0,0,0,51,51,46,0,3,0,3,48,48,662,2,17,2,18,705,707,396,1,10,1,11,423,424,885,909,742,733,779,823,743,868,801,868,900,1100,401,274,189,929,909,926,1234,1449,1884,861,573,491,2007,77,Polk,0
611,7334,6830,81,2,8,11,16,44,477235,47,2,8,19,19,1,4,0,1,0,1,3,3,2,0,0,0,0,2,2,3,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,8,9,6,1,0,1,0,6,7,8,6,6,8,4,6,6,4,6,5,16,6,6,2,6,3,15,8,9,5,13,3,6,5,2007,5,Audubon,0
612,10935,11353,136,1,6,18,21,90,689679,71,1,6,24,35,6,11,0,0,0,0,11,11,9,0,0,0,0,9,9,5,0,2,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,4,0,0,0,0,0,0,0,11,0,0,0,0,12,12,6,0,0,0,0,6,6,13,8,7,11,12,7,11,11,19,6,16,15,7,5,4,10,20,6,18,22,13,6,11,13,2007,39,Guthrie,0
613,10034,10020,208,1,3,24,33,147,1158964,73,2,4,28,40,1,12,1,0,2,1,14,16,10,1,0,2,1,12,14,8,0,2,0,2,7,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,26,26,20,0,0,0,0,22,22,18,17,8,10,14,16,10,16,12,21,37,29,15,3,10,23,19,14,15,23,22,26,23,15,2007,67,Monona,0
614,7114,6958,78,0,4,7,12,55,354671,32,0,4,13,12,3,5,0,0,0,0,11,11,4,0,0,0,0,6,6,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,1,0,1,9,9,6,0,0,0,0,6,6,9,6,5,4,4,9,4,2,10,11,7,7,7,1,3,10,9,6,6,8,9,8,9,2,2007,87,Taylor,0
615,4866,4482,69,0,3,4,13,49,392496,27,0,3,4,16,4,2,0,0,0,0,2,2,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,2,0,2,6,6,3,0,1,0,1,2,2,4,7,7,2,1,7,0,9,5,9,10,8,1,1,3,6,10,4,4,8,15,6,8,3,2007,2,Adams,0
616,12076,11771,149,1,0,10,21,117,1083211,48,1,0,15,29,4,7,0,0,0,0,7,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,4,0,0,0,0,5,5,4,0,0,0,0,5,5,19,7,16,9,10,16,7,8,14,10,16,17,3,2,6,11,10,13,12,21,27,27,9,7,2007,69,Montgomery,0
617,8409,8243,185,0,5,30,25,125,1254211,87,0,5,39,40,3,2,0,0,0,0,2,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,37,0,1,0,1,38,38,31,0,1,0,1,32,32,15,17,8,12,13,16,13,8,12,23,30,18,9,7,11,25,9,22,16,20,22,11,19,13,2007,1,Adair,0
618,15128,14684,224,3,5,18,29,169,1317315,67,3,5,25,36,1,6,0,0,0,0,6,6,6,0,0,0,0,6,6,3,0,1,0,1,2,2,3,1,0,1,0,4,5,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,31,32,23,1,1,1,1,26,27,20,23,17,8,17,18,16,11,9,20,42,23,6,7,11,18,13,28,31,22,28,25,16,19,2007,15,Cass,0
619,8287,9133,246,2,11,26,34,173,1554948,107,2,14,38,29,26,13,0,1,0,1,13,13,11,0,1,0,1,11,11,4,0,0,0,0,5,5,3,0,2,0,2,1,1,1,0,0,0,0,1,1,3,0,0,0,0,3,3,3,0,0,0,0,3,3,44,1,3,1,5,44,45,37,1,2,1,3,37,38,13,9,10,30,20,19,15,21,23,18,36,32,9,14,10,24,16,20,27,38,27,26,21,14,2007,20,Clarke,0
620,12750,12309,192,2,7,19,29,135,929847,79,4,8,28,40,3,12,0,1,0,1,16,16,7,0,0,0,0,8,8,2,0,1,0,1,1,1,3,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,14,2,2,4,2,18,22,10,2,1,4,1,14,18,19,23,10,14,14,12,8,16,16,12,30,18,3,5,4,22,15,15,31,31,37,14,11,4,2007,88,Union,0
621,8338,8689,137,2,6,14,13,102,816304,54,2,10,22,21,1,6,0,1,0,1,5,5,5,0,1,0,1,4,4,1,1,0,1,0,2,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,1,17,17,11,0,0,0,0,11,11,15,11,8,7,9,15,10,6,11,12,18,15,6,8,9,10,8,18,11,4,19,16,17,9,2007,27,Decatur,0
622,5420,5469,45,1,2,1,7,34,261722,17,1,3,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,4,4,3,0,0,0,0,3,3,5,4,4,2,8,1,1,1,0,7,4,8,1,1,3,5,3,6,9,5,3,3,5,1,2007,80,Ringgold,0
899,13202,14547,246,6,13,25,34,168,1176162,101,6,17,35,49,0,17,1,3,1,4,18,19,7,0,1,0,2,6,6,7,1,2,1,2,6,7,3,0,0,0,0,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,1,2,1,32,34,24,2,1,2,1,26,28,21,21,21,18,21,27,11,11,25,21,34,15,13,3,15,32,13,24,19,29,29,26,19,24,2010,65,Mills,0
900,8226,8010,135,4,7,21,22,81,842637,72,4,8,27,31,6,7,1,0,1,0,10,11,7,1,0,1,0,10,11,7,1,1,1,1,8,9,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,24,1,1,1,1,27,28,18,1,1,1,1,21,22,16,15,2,6,14,12,13,5,11,11,20,10,8,2,7,18,15,6,12,12,14,17,11,13,2010,36,Fremont,0
901,82628,87704,2198,12,57,205,382,1542,11392551,881,13,64,276,492,49,128,2,10,2,11,142,144,113,2,8,2,9,123,125,74,1,19,1,21,60,61,32,0,2,0,2,34,34,23,0,1,0,1,23,23,6,0,0,0,0,6,6,6,0,0,0,0,6,6,206,3,3,3,3,216,219,146,2,2,2,2,152,154,237,203,146,155,200,169,143,171,172,187,194,221,126,84,66,177,148,185,238,323,305,233,184,129,2010,78,Pottawattamie,0
902,14730,15666,340,8,9,33,54,236,2348061,144,11,14,47,74,9,19,2,4,5,5,23,28,18,2,4,5,5,22,27,6,1,2,4,2,10,14,1,0,0,0,0,1,1,3,1,0,1,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,4,4,35,3,2,3,3,40,43,27,3,1,3,2,33,36,40,42,22,14,24,30,22,24,26,27,37,32,22,9,23,34,20,31,36,38,44,34,25,24,2010,43,Harrison,0
903,29903,31589,532,5,14,82,68,363,3232297,257,5,24,124,107,2,27,1,3,1,6,27,28,21,1,3,1,6,21,22,9,0,0,0,0,11,11,3,0,0,0,0,3,3,4,0,0,0,0,4,4,2,0,0,0,0,2,2,2,0,0,0,0,2,2,61,1,4,1,4,61,62,46,1,4,1,4,46,47,82,83,26,28,30,25,32,34,30,52,61,49,16,13,25,44,50,46,56,64,90,43,53,32,2010,84,Sioux,0
904,11952,11763,159,1,5,25,24,104,1176417,79,1,5,30,43,1,9,1,2,1,2,7,8,8,1,2,1,2,6,7,3,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,21,0,2,0,2,19,19,17,0,1,0,1,16,16,16,16,11,5,8,8,10,7,15,17,22,24,5,2,7,10,13,17,20,21,27,13,11,13,2010,60,Lyon,0
905,23388,24849,393,4,17,39,45,288,2320140,142,5,23,54,62,3,13,1,1,1,1,16,17,10,1,0,1,0,11,12,5,0,4,0,5,1,1,3,0,3,0,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,46,1,2,1,4,53,54,36,0,1,0,3,43,43,59,69,15,15,24,25,16,27,27,33,48,35,16,10,13,42,31,35,36,56,61,46,31,16,2010,75,Plymouth,0
653,18591,17163,180,0,7,25,42,106,915024,111,0,7,36,65,3,11,0,3,0,3,14,14,9,0,2,0,2,9,9,8,0,3,0,3,6,6,2,0,1,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,14,0,0,0,0,17,17,9,0,0,0,0,11,11,15,24,12,14,14,19,13,10,10,9,14,26,7,5,3,16,15,21,17,35,18,24,11,7,2007,55,Kossuth,0
654,9070,9422,158,2,6,17,13,120,627349,50,3,10,25,14,1,3,0,0,0,0,3,3,1,0,0,0,0,1,1,4,1,1,2,2,4,6,1,0,0,0,0,1,1,3,0,0,0,0,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,13,13,10,0,0,0,0,10,10,12,12,9,6,12,14,15,10,11,10,23,24,7,5,9,6,11,12,15,20,24,20,19,10,2007,59,Lucas,0
655,7067,6730,61,0,4,10,9,38,373377,37,0,6,14,17,0,2,0,0,0,0,6,6,2,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,1,5,5,4,0,1,0,1,3,3,8,9,2,2,8,6,4,5,3,3,5,6,2,2,2,4,11,5,5,5,12,6,5,2,2007,93,Wayne,0
656,17444,18187,382,3,4,29,51,295,2903313,118,3,5,38,73,2,13,1,1,1,1,13,14,12,1,1,1,1,12,13,6,1,1,1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,66,2,1,2,2,70,72,53,2,1,2,2,57,59,44,38,21,24,32,23,22,20,29,34,37,58,25,14,11,36,39,37,34,39,39,41,45,22,2007,16,Cedar,0
657,19226,20336,413,3,18,43,46,303,1894403,151,3,27,62,59,3,30,1,5,1,8,33,34,25,1,3,1,6,30,31,10,0,5,0,5,8,8,3,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,30,0,0,0,0,33,33,23,0,0,0,0,26,26,38,33,29,30,19,26,35,19,31,39,48,66,17,13,29,42,34,29,26,50,59,54,33,27,2007,44,Henry,0
737,15444,15102,218,2,7,29,31,149,1067131,96,3,7,39,38,12,14,0,0,0,0,15,15,11,0,0,0,0,12,12,3,0,0,0,0,3,3,1,0,0,0,0,1,1,1,1,0,1,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,21,1,2,2,2,24,26,15,0,1,0,1,17,17,26,22,21,10,12,14,11,12,15,21,26,28,10,8,9,16,16,26,21,38,25,21,14,14,2008,71,O'Brien,0
738,7267,7003,122,1,7,9,16,89,669600,54,1,10,17,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,2,3,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,1,20,20,11,0,1,0,1,15,15,11,21,11,6,2,8,12,5,8,7,16,15,2,0,8,20,11,13,11,9,14,13,14,7,2008,72,Osceola,0
739,14098,13035,204,2,9,17,31,145,1061333,86,2,11,28,41,6,13,1,2,1,3,18,19,9,1,1,1,2,15,16,3,0,2,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,16,0,0,0,0,17,17,11,0,0,0,0,12,12,24,22,12,10,15,12,15,20,11,14,27,22,8,5,7,22,19,17,22,23,28,25,16,12,2008,18,Cherokee,0
740,11569,11027,191,0,4,18,31,138,809690,67,0,4,19,40,4,4,0,1,0,1,3,3,4,0,1,0,1,3,3,5,0,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,2,0,0,0,0,2,2,12,0,2,0,2,13,13,8,0,2,0,2,8,8,18,17,14,18,4,16,17,15,13,14,25,20,12,8,6,26,23,15,16,28,17,20,13,7,2008,32,Emmet,0
741,9525,8662,73,0,3,3,10,57,512353,21,0,3,4,13,1,3,0,0,0,0,3,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,10,10,6,0,1,0,1,6,6,11,7,3,7,4,2,6,3,5,7,7,11,6,1,2,10,11,5,8,11,5,6,7,1,2008,76,Pocahontas,0
818,12750,12309,178,1,5,13,28,131,808765,60,1,5,18,36,1,12,0,1,0,1,13,13,9,0,0,0,0,10,10,3,0,0,0,0,3,3,3,0,2,0,2,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,11,10,0,0,0,0,10,10,18,16,12,16,14,12,12,10,15,9,22,22,4,7,2,14,15,27,18,39,23,15,6,8,2009,88,Union,0
819,8338,8689,108,1,6,4,7,90,592645,30,1,9,8,13,0,5,0,1,0,2,6,6,3,0,0,0,0,3,3,3,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,4,12,12,9,0,2,0,4,10,10,8,10,7,6,1,7,8,9,8,9,16,19,6,5,2,10,11,6,11,11,9,14,9,14,2009,27,Decatur,0
820,5420,5469,37,2,0,2,6,27,229275,12,3,1,2,9,0,2,1,0,1,0,2,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3,0,0,0,0,3,3,7,6,1,2,3,3,4,1,4,4,1,1,0,3,2,3,3,3,3,8,7,2,2,1,2009,80,Ringgold,0
821,12483,14019,192,1,10,13,22,146,844392,56,1,10,16,29,1,12,1,3,1,3,13,14,8,1,1,1,1,10,11,4,1,2,1,2,4,5,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,6,6,4,0,1,0,1,3,3,20,15,15,17,21,13,13,8,16,17,20,17,7,7,6,27,16,19,11,23,33,12,23,8,2009,61,Madison,0
822,98276,103877,2451,10,52,169,403,1817,11010000,859,11,61,229,533,36,139,5,8,6,13,158,164,127,5,6,6,9,144,150,45,1,8,1,9,48,49,27,3,3,3,3,24,27,21,0,3,0,3,18,18,8,0,0,0,0,8,8,5,0,0,0,0,5,5,154,1,5,2,5,169,171,102,1,3,2,3,111,113,279,150,175,157,206,169,153,163,187,229,197,386,116,68,64,176,211,269,325,362,339,236,165,120,2009,97,Woodbury,0
823,29755,40750,925,4,28,66,125,702,4875307,294,4,35,87,155,17,33,1,4,1,7,36,37,29,1,3,1,6,33,34,9,1,2,1,2,7,8,4,0,1,0,2,3,3,8,0,0,0,0,8,8,2,0,0,0,0,2,2,0,0,0,0,0,0,0,60,2,2,2,3,62,64,42,1,1,1,1,42,43,106,54,50,63,61,74,66,64,58,78,100,151,36,37,29,98,76,67,89,89,151,105,86,62,2009,25,Dallas,0
906,36033,40671,733,9,17,54,210,443,4215678,410,9,26,72,105,207,31,0,2,0,3,38,38,25,0,2,0,3,32,32,15,1,4,1,6,14,15,3,0,0,0,0,4,4,2,0,1,0,1,1,1,2,0,0,0,0,2,2,1,0,0,0,0,1,1,44,1,3,1,3,52,53,32,1,2,1,2,35,36,73,89,49,42,44,70,64,59,58,49,66,70,36,27,24,82,66,63,72,65,115,69,75,39,2010,91,Warren,0
907,327140,374601,9384,35,164,775,1540,6870,45873682,3312,37,195,958,2056,103,454,9,27,10,35,488,498,373,8,22,9,29,403,412,136,9,23,9,25,129,138,96,5,12,5,13,94,99,82,0,8,0,8,77,77,29,0,0,0,0,31,31,47,0,2,0,2,59,59,547,7,13,7,15,561,568,292,6,8,6,10,297,303,1030,996,666,662,744,766,682,753,757,736,752,840,363,267,175,777,860,890,1213,1320,1700,838,564,417,2010,77,Polk,0
908,7334,6830,77,3,2,9,15,48,531930,37,3,2,11,24,0,11,0,1,0,1,12,12,10,0,1,0,1,11,11,3,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,9,0,0,0,0,0,0,0,14,1,0,1,0,14,15,9,1,0,1,0,9,10,10,10,5,5,5,4,3,7,7,6,8,7,7,1,2,7,9,7,6,12,11,10,4,1,2010,5,Audubon,0
658,14630,15671,450,4,6,41,48,351,2225812,138,7,7,62,64,5,15,2,1,4,1,20,24,13,1,1,1,1,13,14,7,0,1,0,1,6,6,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,49,1,1,1,2,50,51,42,1,1,1,2,43,44,44,40,35,26,21,38,36,32,28,38,53,59,16,11,28,54,42,32,31,40,51,60,57,27,2007,48,Iowa,0
659,19033,18815,368,4,9,39,41,275,2615034,120,5,11,47,58,4,18,0,0,0,0,19,19,17,0,0,0,0,18,18,4,1,1,1,1,3,4,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,3,1,3,64,65,63,1,3,1,3,60,61,37,29,35,32,29,26,17,25,15,43,39,41,14,15,13,31,31,27,38,49,52,41,28,29,2007,79,Poweshiek,0
660,11624,11400,87,5,4,17,20,41,464129,61,5,4,22,35,0,6,0,1,0,1,5,5,4,0,1,0,1,3,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,5,0,0,0,0,5,5,8,4,6,7,7,10,4,5,7,12,10,7,3,3,5,5,10,8,3,10,19,10,5,6,2007,54,Keokuk,0
661,21532,22335,393,2,12,44,57,278,2286868,155,2,16,54,80,5,16,1,3,1,3,15,16,10,1,0,1,0,12,13,4,0,1,0,1,3,3,3,0,2,0,2,2,2,5,0,0,0,0,5,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,39,0,3,0,4,39,39,32,0,3,0,4,32,32,36,35,33,21,30,32,21,34,27,35,33,56,11,9,8,31,29,47,54,58,63,30,27,24,2007,62,Mahaska,0
