OBJECTID,POP1990,POP2000,ALLCRASH,FCRASH,MACRASH,MICRASH,POCRASH,PDOCRASH,TPROPDMG,ALLINJS,TFATALITY,TMAJINJ,TMININJ,TPOSSINJ,TUNKINJ,ALCDRUGCR,ALCDRUGFCR,ALCDRUGMCR,ALCDRUGFAT,ALCDRUGMAJ,ALCDRUGINJ,ALCDRUGFI,ALCOCR,ALCOFCR,ALCOMCR,ALCOFAT,ALCOMAJ,ALCOINJ,ALCOFI,MOTOCR,MOTOFCR,MOTOMCR,MOTOFAT,MOTOMAJ,MOTOINJ,MOTOFI,PEDCR,PEDFCR,PEDMCR,PEDFAT,PEDMAJ,PEDINJ,PEDFI,BIKECR,BIKEFCR,BIKEMCR,BIKEFAT,BIKEMAJ,BIKEINJ,BIKEFI,SBUSCR,SBUSFCR,SBUSMCR,SBUSFAT,SBUSMAJ,SBUSINJ,SBUSFI,NBUSCR,NBUSFCR,NBUSMCR,NBUSFAT,NBUSMAJ,NBUSINJ,NBUSFI,TRKCR,TRKFCR,TRKMCR,TRKFAT,TRKMAJ,TRKINJ,TRKFI,HTRKCR,HTRKFCR,HTRKMCR,HTRKFAT,HTRKMAJ,HTRKINJ,HTRKFI,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,YEAR,COUNTY,COUNTYNAME,POP2010
7,19612,20670,352,4,18,42,45,243,1656912,157,8,24,55,69,9,7,0,0,0,0,9,9,2,0,0,0,0,3,3,8,0,1,0,1,7,7,1,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,1,0,1,2,2,21,2,1,6,1,27,33,16,2,1,6,1,21,27,26,15,14,27,28,31,30,31,23,39,50,38,9,5,16,30,30,22,39,33,67,46,33,17,2001,92,Washington,0
8,13202,14547,315,3,8,32,39,233,1476960,125,3,11,42,56,16,14,3,0,3,2,15,18,8,2,0,2,2,9,11,4,1,0,1,0,4,5,1,0,0,0,0,2,2,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,1,24,24,17,0,1,0,1,19,19,26,16,24,13,29,24,28,25,29,22,52,27,17,10,14,28,18,16,16,25,39,45,42,35,2001,65,Mills,0
9,8226,8010,194,2,10,26,22,134,948349,88,2,14,37,33,4,6,0,1,0,1,5,5,3,0,0,0,0,3,3,2,0,0,0,0,2,2,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2,1,5,17,18,13,0,2,0,3,12,12,16,35,16,6,13,10,14,12,9,22,25,16,10,7,9,15,14,20,16,13,36,22,18,13,2001,36,Fremont,0
10,82628,87704,2104,15,72,273,409,1335,9791441,1257,17,88,417,706,46,73,8,6,10,9,93,103,40,6,1,8,2,54,62,34,0,9,0,10,27,27,17,3,3,3,5,18,21,13,0,3,0,3,12,12,7,0,0,0,0,67,67,7,0,0,0,0,7,7,207,3,3,3,3,234,237,154,2,3,2,3,175,177,178,173,160,138,192,194,172,180,163,189,186,179,85,51,53,156,202,176,224,314,283,238,187,110,2001,78,Pottawattamie,0
11,14730,15666,323,3,10,37,47,226,1582569,152,5,11,60,75,6,10,1,2,3,2,14,17,3,1,0,3,0,8,11,11,0,2,0,2,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,33,2,1,4,2,45,49,26,2,1,4,2,38,42,33,35,6,19,23,28,18,27,26,26,33,49,17,8,17,23,33,16,32,29,44,35,44,21,2001,43,Harrison,0
12,29903,31589,380,1,19,68,60,232,2047540,197,1,23,83,83,8,11,1,1,1,1,11,12,3,1,1,1,1,3,4,6,1,2,1,2,4,5,4,0,0,0,0,8,8,2,0,1,0,1,1,1,3,0,1,0,1,2,2,2,0,0,0,0,2,2,40,0,3,0,3,39,39,34,0,2,0,2,34,34,43,41,24,21,30,30,16,32,27,44,42,30,4,6,11,32,37,42,31,44,64,41,40,22,2001,84,Sioux,0
13,11952,11763,194,1,1,30,24,138,827322,82,1,1,43,36,2,5,0,0,0,0,5,5,1,0,0,0,0,1,1,2,0,0,0,0,3,3,1,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,20,11,0,0,0,0,12,12,13,24,9,9,10,16,17,16,14,17,31,18,7,5,0,16,30,10,9,21,25,31,26,12,2001,60,Lyon,0
14,23388,24849,400,3,16,62,74,245,1839637,222,4,25,83,99,15,21,1,2,1,4,27,28,8,1,0,1,1,10,11,7,1,3,1,5,7,8,2,0,0,0,0,2,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,29,1,0,1,1,34,35,20,1,0,1,1,25,26,12,21,22,28,42,41,34,38,30,43,45,44,10,12,16,26,36,29,32,50,54,47,39,47,2001,75,Plymouth,0
15,36033,40671,733,5,28,92,112,496,3089326,387,8,36,151,171,29,37,3,3,4,7,48,52,20,1,0,1,1,21,22,11,1,0,1,1,12,13,0,0,0,0,0,0,0,3,0,1,0,1,2,2,5,0,0,0,0,10,10,2,0,0,0,0,3,3,47,0,2,0,3,57,57,39,0,2,0,3,45,45,62,63,36,37,58,50,47,53,67,79,110,71,26,16,27,69,63,49,66,98,118,90,66,41,2001,91,Warren,0
16,327140,374601,9570,24,301,1255,1899,6091,41902351,5447,28,374,1837,3054,182,363,4,24,4,34,437,441,169,4,8,4,11,215,219,101,5,19,5,24,106,111,91,0,13,0,13,82,82,51,1,6,1,6,50,51,33,0,1,0,1,40,40,35,0,2,0,2,37,37,527,6,17,9,21,595,604,366,6,12,9,16,412,421,799,807,690,728,888,755,729,895,791,814,870,804,348,233,108,783,793,855,1173,1425,1808,896,588,451,2001,77,Polk,0
17,7334,6830,75,2,3,14,14,42,326857,54,2,5,18,30,1,5,0,0,0,0,6,6,3,0,0,0,0,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,5,0,0,0,0,5,5,3,9,5,6,5,8,3,5,7,6,7,11,5,1,2,3,4,6,7,14,7,7,8,10,2001,5,Audubon,0
24,15128,14684,227,2,4,20,24,177,1311716,71,3,7,25,31,8,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,1,2,1,2,35,36,30,1,2,1,2,29,30,11,20,20,18,20,20,15,16,19,10,34,24,8,3,6,11,17,20,26,33,28,33,29,11,2001,15,Cass,0
25,8287,9133,248,2,5,20,24,197,1544199,80,3,8,36,32,4,10,2,1,3,3,14,17,7,2,1,3,3,10,13,5,0,1,0,1,5,5,2,0,0,0,0,2,2,1,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,24,0,0,0,0,27,27,22,0,0,0,0,25,25,20,18,14,15,18,19,21,21,16,18,40,28,19,10,16,15,12,20,18,26,30,39,19,18,2001,20,Clarke,0
26,12750,12309,245,5,11,26,46,157,1070329,119,7,12,41,61,5,14,5,0,7,1,23,30,8,4,0,5,1,13,18,8,0,1,0,1,7,7,2,0,0,0,0,2,2,1,0,0,0,0,1,1,2,0,0,0,0,2,2,2,0,0,0,0,2,2,9,0,0,0,0,9,9,7,0,0,0,0,7,7,34,16,17,19,28,24,18,20,20,20,17,12,7,11,6,19,22,25,30,41,33,21,16,9,2001,88,Union,0
27,8338,8689,132,3,4,13,15,97,593145,54,5,7,22,25,0,5,1,0,3,0,7,10,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,10,1,0,1,0,11,12,9,0,0,0,0,9,9,6,7,10,6,19,13,12,13,5,12,18,11,10,5,8,11,10,8,9,9,18,13,17,11,2001,27,Decatur,0
28,5420,5469,151,0,4,14,10,123,437201,42,0,4,24,13,1,4,0,0,0,0,4,4,3,0,0,0,0,3,3,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,1,0,0,0,0,1,1,10,10,13,10,13,13,9,8,13,15,20,17,6,1,7,15,4,11,8,12,15,18,29,25,2001,80,Ringgold,0
18,10935,11353,138,5,4,21,17,91,688972,76,5,4,37,35,0,12,3,0,3,0,17,20,7,1,0,1,0,9,10,2,1,0,1,0,2,3,2,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,10,2,1,2,1,12,14,8,2,1,2,1,10,12,14,8,8,8,15,10,10,17,10,17,10,11,5,4,7,10,13,11,19,12,21,12,12,10,2001,39,Guthrie,0
19,10034,10020,257,2,13,36,39,167,1102757,131,2,17,58,54,2,11,0,0,0,0,16,16,6,0,0,0,0,9,9,5,0,2,0,2,5,5,1,0,0,0,0,1,1,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,1,20,20,14,0,0,0,0,16,16,28,37,14,18,15,18,24,18,20,23,20,22,19,10,4,20,22,23,20,24,28,31,31,24,2001,67,Monona,0
20,7114,6958,113,0,3,10,7,93,359465,33,0,3,18,10,2,3,0,0,0,0,3,3,2,0,0,0,0,2,2,2,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,2,2,6,6,12,7,5,7,11,12,8,12,15,12,4,3,5,13,5,11,4,7,13,20,20,5,2001,87,Taylor,0
21,4866,4482,64,1,1,4,3,55,175320,11,1,1,5,5,0,2,0,0,0,0,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,5,1,14,1,8,6,3,11,6,3,0,3,5,3,3,5,2,10,11,7,10,2001,2,Adams,0
22,12076,11771,215,3,10,18,28,156,992228,76,4,11,24,38,3,1,0,0,0,0,1,1,1,0,0,0,0,1,1,3,0,1,0,1,2,2,4,1,0,1,0,4,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,3,3,4,15,18,9,1,2,1,3,8,9,22,19,15,14,17,27,18,15,12,23,17,16,6,8,7,16,20,15,17,30,32,24,21,18,2001,69,Montgomery,0
23,8409,8243,212,2,7,26,27,150,1335997,108,2,10,53,42,3,8,0,1,0,1,12,12,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,33,1,1,1,1,35,36,29,1,1,1,1,31,32,14,12,18,7,20,16,26,14,12,19,33,21,15,11,4,5,18,13,21,25,26,29,23,22,2001,1,Adair,0
1,16870,16976,330,4,11,30,37,248,1219837,131,4,15,56,53,7,6,1,2,1,3,5,6,3,0,1,0,2,2,2,2,0,0,0,0,2,2,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,11,9,0,0,0,0,9,9,22,33,22,27,26,19,30,24,24,24,42,37,7,11,9,39,31,25,28,36,52,40,27,17,2001,73,Page,0
2,150973,158668,3818,10,135,611,813,2249,16460056,2606,10,183,922,1414,87,210,4,16,4,27,262,266,139,3,6,3,12,167,170,52,3,9,3,11,52,55,41,1,8,1,8,35,36,31,0,2,0,2,31,31,13,0,1,0,1,22,22,9,0,1,0,1,13,13,217,0,10,0,16,250,250,122,0,5,0,7,127,127,302,269,263,294,367,326,301,330,295,386,371,314,134,94,56,238,272,360,455,670,668,386,252,191,2001,82,Scott,0
3,39907,41722,672,7,34,98,133,400,2685925,397,7,49,150,182,16,43,0,8,0,10,44,44,27,0,3,0,4,31,31,11,2,3,2,4,9,11,7,0,3,0,3,5,5,8,0,1,0,2,7,7,1,0,0,0,0,1,1,1,0,0,0,0,1,1,57,2,4,2,4,56,58,38,1,4,1,4,36,37,67,22,37,46,58,60,54,45,62,64,88,69,26,23,29,51,58,52,62,91,97,78,52,46,2001,70,Muscatine,0
4,38687,38052,617,3,22,81,89,422,2225306,314,4,26,133,147,8,32,1,2,1,2,48,49,16,0,0,0,0,24,24,11,0,2,0,3,12,12,5,1,1,1,1,5,6,6,0,0,0,0,6,6,3,0,0,0,0,3,3,1,0,0,0,0,1,1,42,1,5,2,6,42,44,36,1,4,2,5,36,38,65,33,45,48,54,51,61,53,39,57,59,52,21,12,28,47,34,48,67,79,92,63,60,56,2001,56,Lee,0
5,11592,12183,169,3,5,10,24,127,743727,86,3,7,17,58,4,13,2,2,2,4,37,39,3,1,1,1,3,3,4,4,0,0,0,0,4,4,1,0,0,0,0,2,2,1,0,1,0,1,0,0,1,1,0,1,0,24,25,0,0,0,0,0,0,0,13,1,1,1,1,13,14,9,1,0,1,0,10,11,6,4,3,7,16,18,12,17,22,19,27,18,7,7,11,16,12,10,10,17,19,26,25,8,2001,58,Louisa,0
6,96119,111006,2232,10,42,294,337,1549,9834770,975,10,53,377,495,50,100,2,8,2,9,114,116,68,2,2,2,2,77,79,23,0,2,0,2,24,24,29,2,4,2,5,27,29,33,0,2,0,2,37,37,4,0,0,0,0,4,4,23,0,0,0,0,26,26,146,4,4,4,4,162,166,92,4,2,4,2,105,109,188,152,125,142,175,168,154,204,176,257,249,242,51,47,40,133,205,217,303,316,391,222,190,103,2001,52,Johnson,0
29,12483,14019,178,2,7,22,21,126,652059,79,3,11,39,28,1,5,1,0,1,0,5,6,3,1,0,1,0,3,4,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,16,0,0,0,0,17,17,13,0,0,0,0,14,14,15,9,7,9,2,5,19,14,21,25,26,26,2,4,9,16,14,20,13,19,24,26,14,17,2001,61,Madison,0
30,98276,103877,1708,13,72,260,465,898,8239244,1241,15,85,374,730,52,91,5,12,6,16,109,115,57,5,5,6,7,66,72,25,0,5,0,5,23,23,37,0,8,0,8,33,33,24,0,1,0,1,23,23,6,0,1,0,1,8,8,5,0,0,0,0,10,10,134,2,1,2,1,145,147,93,1,1,1,1,100,101,179,159,117,125,114,139,136,160,170,139,128,142,52,37,35,108,161,189,226,294,268,150,116,64,2001,97,Woodbury,0
31,29755,40750,594,4,25,92,82,391,2673121,311,4,35,127,139,10,34,0,7,0,12,36,36,18,0,2,0,5,22,22,5,0,1,0,1,5,5,3,0,0,0,0,3,3,3,0,0,0,0,3,3,3,0,0,0,0,4,4,1,0,0,0,0,1,1,44,0,2,0,2,49,49,33,0,1,0,1,36,36,54,80,26,44,48,38,51,43,43,59,51,57,33,25,23,50,49,39,62,69,91,55,55,40,2001,25,Dallas,0
32,13230,13173,139,0,3,12,31,93,437630,62,0,4,20,29,9,4,0,0,0,0,4,4,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,8,0,0,0,0,8,8,10,8,12,6,14,9,17,15,13,13,13,9,5,1,2,9,9,12,11,12,29,16,17,8,2001,83,Shelby,0
33,16071,16438,404,4,15,55,56,274,1898080,177,4,16,74,76,11,28,1,4,1,4,27,28,11,1,1,1,1,12,13,2,0,1,0,1,1,1,2,0,1,0,1,1,1,3,0,1,0,1,2,2,0,0,0,0,0,0,0,3,0,0,0,0,3,3,47,1,2,1,3,46,47,40,1,1,1,2,40,41,52,64,30,16,19,36,27,25,25,27,52,31,22,11,15,30,26,46,39,63,48,28,41,34,2001,40,Hamilton,0
60,9070,9422,160,0,10,27,15,108,580714,86,0,14,40,31,1,4,0,0,0,0,5,5,3,0,0,0,0,4,4,3,0,1,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,10,0,1,0,3,10,10,5,0,0,0,0,5,5,19,11,8,13,4,16,14,12,12,15,19,17,6,4,5,12,10,13,11,21,23,29,16,9,2001,59,Lucas,0
61,7067,6730,98,1,2,11,12,72,482695,41,1,3,14,22,2,6,0,0,0,0,8,8,5,0,0,0,0,7,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,7,7,4,0,0,0,0,4,4,7,6,5,7,12,11,11,7,8,8,10,6,5,3,4,7,5,14,6,12,11,13,14,3,2001,93,Wayne,0
62,17444,18187,339,4,10,43,34,248,1610150,134,5,13,66,53,2,16,1,2,1,2,21,22,8,1,1,1,1,11,12,1,0,1,0,2,0,0,1,1,0,2,1,3,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,1,4,3,46,50,36,3,1,4,3,39,43,41,23,19,16,32,22,34,23,23,31,39,36,14,13,18,30,32,26,24,36,46,47,32,20,2001,16,Cedar,0
63,19226,20336,430,4,17,68,66,275,2045153,231,4,22,97,108,4,13,2,2,2,2,17,19,8,2,1,2,1,13,15,7,0,1,0,1,6,6,1,0,1,0,1,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,1,45,45,29,0,1,0,1,35,35,40,31,35,22,37,39,33,32,28,41,52,40,19,10,14,39,23,42,42,55,62,41,45,35,2001,44,Henry,0
64,14630,15671,458,4,14,39,47,354,1928664,150,4,15,67,60,8,20,2,1,2,1,20,22,11,2,0,2,0,11,13,3,0,3,0,3,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,40,0,0,0,0,47,47,29,0,0,0,0,29,29,38,44,43,37,39,38,21,32,23,44,51,48,20,24,25,47,41,26,32,28,53,66,42,50,2001,48,Iowa,0
65,19033,18815,346,7,12,45,35,247,2600463,153,7,15,70,64,4,16,1,0,1,1,17,18,6,1,0,1,1,6,7,4,0,1,0,1,4,4,2,0,1,0,1,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,44,1,2,1,2,53,54,39,1,2,1,2,46,47,20,30,25,15,33,27,25,37,26,31,41,36,13,12,17,26,25,27,43,35,62,36,27,20,2001,79,Poweshiek,0
66,11624,11400,120,5,5,21,15,74,534202,60,5,6,32,22,0,3,1,0,1,0,4,5,1,0,0,0,0,1,1,1,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,8,3,0,3,1,9,12,7,2,0,2,1,8,10,5,4,3,9,10,11,8,8,7,16,23,16,5,3,6,11,5,8,9,11,18,23,12,8,2001,54,Keokuk,0
67,21532,22335,510,3,18,60,94,335,2046695,271,4,20,90,156,5,9,0,2,0,2,11,11,5,0,1,0,1,6,6,7,1,1,1,2,6,7,2,0,1,0,1,1,1,2,0,0,0,0,2,2,3,0,0,0,0,7,7,0,0,0,0,0,0,0,34,0,1,0,1,39,39,23,0,0,0,0,25,25,38,48,44,24,43,32,33,37,40,45,69,57,14,5,11,24,33,41,53,84,92,56,53,36,2001,62,Mahaska,0
68,8312,8541,171,1,8,24,26,112,624556,94,1,9,37,44,4,3,0,1,0,1,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,16,0,1,0,2,28,28,15,0,1,0,2,27,27,8,9,10,10,6,10,14,15,19,23,32,15,8,5,12,18,6,16,9,18,18,21,26,13,2001,26,Davis,0
69,16310,16181,317,2,8,36,49,222,1083975,140,2,8,49,77,6,7,1,1,1,1,7,8,3,1,0,1,0,4,5,1,0,0,0,0,1,1,1,0,0,0,0,1,1,4,0,0,0,0,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,21,1,0,1,0,26,27,16,1,0,1,0,21,22,24,23,24,12,18,29,19,17,34,40,39,38,6,6,9,24,18,26,47,36,46,46,32,21,2001,51,Jefferson,0
34,40342,40235,982,7,30,90,194,661,3345087,501,7,38,140,311,12,41,1,4,1,6,53,54,24,1,1,1,1,36,37,14,1,3,1,3,16,17,12,0,0,0,0,12,12,9,0,1,0,3,8,8,2,0,0,0,0,5,5,2,0,0,0,0,2,2,51,1,1,1,1,58,59,36,1,1,1,1,39,40,73,106,57,51,79,85,67,98,80,87,94,105,38,17,12,47,79,95,146,149,162,102,69,61,2001,94,Webster,0
35,8365,7837,146,0,8,20,21,97,631254,70,0,9,31,29,1,13,0,2,0,2,12,12,6,0,0,0,0,6,6,2,0,1,0,1,2,2,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,10,8,0,0,0,0,9,9,19,16,14,5,14,14,12,9,7,11,11,14,4,8,6,11,14,13,10,17,21,20,9,13,2001,47,Ida,0
36,10045,10366,193,3,11,28,23,128,810117,99,6,14,39,43,3,7,1,1,4,4,11,15,3,1,0,4,3,6,10,1,0,1,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11,0,1,0,1,10,10,7,0,1,0,1,6,6,16,21,7,8,6,17,16,17,19,17,26,23,7,4,8,14,19,11,17,33,29,20,20,10,2001,37,Greene,0
37,12324,11529,138,2,13,32,20,71,631715,105,2,20,46,36,3,5,0,0,0,0,10,10,2,0,0,0,0,7,7,4,0,2,0,2,2,2,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,3,14,14,14,0,2,0,3,13,13,8,11,5,5,9,17,11,9,16,12,17,18,7,4,5,7,12,14,17,10,22,14,14,11,2001,81,Sac,0
38,21423,21421,319,1,5,37,55,221,1294425,144,1,6,47,80,11,14,0,0,0,0,20,20,8,0,0,0,0,13,13,3,0,1,0,1,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,1,25,25,18,0,1,0,1,21,21,24,19,11,16,31,25,23,25,37,40,40,28,11,9,5,33,17,31,27,50,47,40,20,27,2001,14,Carroll,0
39,11508,11115,128,2,3,13,12,98,568912,34,2,3,17,12,2,6,1,1,1,1,5,6,3,1,0,1,0,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,11,0,0,0,0,12,12,9,0,0,0,0,10,10,7,16,7,5,13,17,5,11,5,13,15,14,6,5,5,7,10,8,7,14,14,21,16,13,2001,13,Calhoun,0
40,16775,16942,411,1,12,44,47,307,1766974,148,1,12,60,70,6,22,0,2,0,2,24,24,13,0,2,0,2,15,15,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,1,0,1,38,38,25,0,1,0,1,30,30,41,52,34,29,20,33,34,23,26,33,44,42,15,7,18,22,34,35,36,66,51,59,40,24,2001,24,Crawford,0
41,19965,20411,282,2,5,44,38,193,1215848,136,2,6,70,51,9,15,0,0,0,0,15,15,5,0,0,0,0,5,5,5,0,1,0,1,4,4,1,0,0,0,0,1,1,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,20,20,15,0,0,0,0,18,18,22,31,13,11,20,14,23,21,25,26,35,41,7,7,7,22,27,30,33,36,43,38,18,10,2001,11,Buena Vista,0
42,14909,16424,319,5,12,37,56,209,1396811,170,5,18,50,89,13,17,2,1,2,2,21,23,10,1,1,1,2,12,13,9,1,2,1,3,10,11,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,20,21,8,0,0,0,0,8,8,31,21,23,23,17,27,46,28,25,29,18,31,9,4,8,25,26,28,42,54,45,31,28,17,2001,30,Dickinson,0
43,17585,17372,419,2,9,49,80,279,1834215,221,3,13,85,110,13,17,0,0,0,0,23,23,9,0,0,0,0,11,11,5,0,0,0,0,10,10,2,0,0,0,0,3,3,5,1,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,26,26,18,0,0,0,0,19,19,48,41,27,24,32,31,29,33,33,34,46,41,7,8,13,23,29,39,57,60,64,56,44,12,2001,21,Clay,0
44,15444,15102,205,3,9,26,34,133,932557,101,4,11,39,48,3,13,1,4,1,4,9,10,7,1,2,1,2,5,6,2,0,0,0,0,2,2,4,0,0,0,0,4,4,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,2,1,2,23,24,21,1,2,1,2,20,21,16,22,17,10,15,14,13,14,17,18,21,28,2,1,2,9,26,20,29,31,34,20,20,9,2001,71,O'Brien,0
45,7267,7003,128,1,5,13,15,94,488796,58,1,5,29,23,1,6,0,1,0,1,10,10,5,0,1,0,1,9,9,3,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,16,0,2,0,2,16,16,15,0,2,0,2,15,15,11,23,5,11,6,12,7,10,7,12,10,14,3,3,6,5,9,13,16,9,22,14,18,9,2001,72,Osceola,0
46,14098,13035,263,3,11,18,32,199,999903,99,3,14,32,49,4,4,1,0,1,0,5,6,3,1,0,1,0,4,5,2,0,0,0,0,2,2,2,0,1,0,1,1,1,2,0,1,0,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,20,1,0,1,2,21,22,14,1,0,1,2,15,16,17,8,13,17,28,21,13,21,24,39,30,32,7,7,7,22,16,22,23,38,38,33,29,18,2001,18,Cherokee,0
47,11569,11027,280,4,7,35,31,203,951832,118,4,12,45,58,3,13,2,1,2,1,22,24,8,2,0,2,0,17,19,8,2,2,2,2,8,10,1,0,1,0,1,0,0,5,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1,2,21,22,13,1,0,1,2,16,17,24,29,17,18,20,13,33,19,18,33,32,24,12,4,5,20,24,31,31,38,36,30,20,24,2001,32,Emmet,0
48,9525,8662,89,2,2,14,16,55,448916,59,3,3,23,29,4,7,0,1,0,1,13,13,4,0,0,0,0,8,8,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,5,5,1,0,0,0,0,5,5,6,15,5,2,7,7,7,7,6,12,8,7,2,1,1,11,8,6,10,10,12,9,9,8,2001,76,Pocahontas,0
49,10669,10147,185,1,4,16,39,125,667263,98,1,5,39,53,1,3,0,0,0,0,3,3,1,0,0,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,15,15,0,0,0,0,0,0,0,13,0,0,0,0,15,15,9,0,0,0,0,11,11,19,27,8,12,11,9,13,12,18,18,19,19,12,2,2,19,19,15,23,27,12,25,14,8,2001,74,Palo Alto,0
